Ranking,movieName,director,rating,imageURL
126,萤火之森,"
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...",8.9,https://movie.douban.com/subject/5989818/
127,爱在日落黄昏时,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...",8.8,https://movie.douban.com/subject/1291990/
128,驯龙高手,"
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...",8.7,https://movie.douban.com/subject/2353023/
129,玛丽和马克思,"
                            导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...",8.9,https://movie.douban.com/subject/3072124/
130,幸福终点站,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...",8.8,https://movie.douban.com/subject/1292274/
131,告白,"
                            导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...",8.7,https://movie.douban.com/subject/4268598/
132,大鱼,"
                            导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...",8.8,https://movie.douban.com/subject/1291545/
133,射雕英雄传之东成西就,"
                            导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...",8.7,https://movie.douban.com/subject/1316510/
134,阳光姐妹淘,"
                            导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...",8.8,https://movie.douban.com/subject/4917726/
135,天书奇谭,"
                            导演: 王树忱 Shuchen Wang / 钱运达 Yunda Qian   主演: 丁建华 Jianhua Din...",9.2,https://movie.douban.com/subject/1428581/
136,恐怖直播,"
                            导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...",8.7,https://movie.douban.com/subject/21360417/
137,怪兽电力公司,"
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...",8.7,https://movie.douban.com/subject/1291579/
138,哈利·波特与密室,"
                            导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...",8.7,https://movie.douban.com/subject/1296996/
139,神偷奶爸,"
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...",8.6,https://movie.douban.com/subject/3287562/
140,时空恋旅人,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...",8.8,https://movie.douban.com/subject/10577869/
141,玩具总动员3,"
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...",8.9,https://movie.douban.com/subject/1858711/
142,傲慢与偏见,"
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...",8.7,https://movie.douban.com/subject/1418200/
143,教父3,"
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...",8.9,https://movie.douban.com/subject/1294240/
144,釜山行,"
                            导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...",8.6,https://movie.douban.com/subject/25986180/
145,血战钢锯岭,"
                            导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...",8.7,https://movie.douban.com/subject/26325320/
146,哪吒闹海,"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...",9.1,https://movie.douban.com/subject/1307315/
147,一个叫欧维的男人决定去死,"
                            导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...",8.9,https://movie.douban.com/subject/26628357/
148,被解救的姜戈,"
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...",8.8,https://movie.douban.com/subject/6307447/
149,七武士,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...",9.3,https://movie.douban.com/subject/1295399/
150,喜宴,"
                            导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...",8.9,https://movie.douban.com/subject/1303037/
151,电锯惊魂,"
                            导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...",8.7,https://movie.douban.com/subject/1417598/
152,头号玩家,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...",8.7,https://movie.douban.com/subject/4920389/
153,我是山姆,"
                            导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...",9.0,https://movie.douban.com/subject/1306861/
154,风之谷,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...",8.9,https://movie.douban.com/subject/1291585/
155,未麻的部屋,"
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...",9.0,https://movie.douban.com/subject/1395091/
156,英雄本色,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...",8.7,https://movie.douban.com/subject/1297574/
157,上帝之城,"
                            导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...",9.0,https://movie.douban.com/subject/1292208/
158,疯狂原始人,"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...",8.7,https://movie.douban.com/subject/1907966/
159,谍影重重3,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...",8.8,https://movie.douban.com/subject/1578507/
160,卢旺达饭店,"
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...",8.9,https://movie.douban.com/subject/1291822/
161,三块广告牌,"
                            导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...",8.7,https://movie.douban.com/subject/26611804/
162,纵横四海,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...",8.8,https://movie.douban.com/subject/1295409/
163,花样年华,"
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...",8.7,https://movie.douban.com/subject/1291557/
164,新世界,"
                            导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...",8.9,https://movie.douban.com/subject/10437779/
165,模仿游戏,"
                            导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...",8.7,https://movie.douban.com/subject/10463953/
166,达拉斯买家俱乐部,"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...",8.8,https://movie.douban.com/subject/1793929/
167,岁月神偷,"
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...",8.7,https://movie.douban.com/subject/3792799/
168,黑客帝国3：矩阵革命,"
                            导演: Andy Wachowski / Larry Wachowski   主演: 基努·里维斯 Keanu Reeves...",8.8,https://movie.douban.com/subject/1302467/
169,心迷宫,"
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...",8.7,https://movie.douban.com/subject/25917973/
170,头脑特工队,"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...",8.7,https://movie.douban.com/subject/10533913/
171,记忆碎片,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...",8.7,https://movie.douban.com/subject/1304447/
172,你的名字。,"
                            导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...",8.4,https://movie.douban.com/subject/26683290/
173,忠犬八公物语,"
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...",9.2,https://movie.douban.com/subject/1959195/
174,荒蛮故事,"
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...",8.8,https://movie.douban.com/subject/24750126/
175,真爱至上,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...",8.6,https://movie.douban.com/subject/1292401/
176,海街日记,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...",8.8,https://movie.douban.com/subject/25895901/
177,爆裂鼓手,"
                            导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...",8.7,https://movie.douban.com/subject/25773932/
178,贫民窟的百万富翁,"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...",8.6,https://movie.douban.com/subject/2209573/
179,东邪西毒,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...",8.6,https://movie.douban.com/subject/1292328/
180,萤火虫之墓,"
                            导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子",8.7,https://movie.douban.com/subject/1293318/
181,寄生虫,"
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...",8.8,https://movie.douban.com/subject/27010768/
182,惊魂记,"
                            导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...",9.0,https://movie.douban.com/subject/1293181/
183,黑天鹅,"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...",8.6,https://movie.douban.com/subject/1978709/
184,哈利·波特与火焰杯,"
                            导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...",8.6,https://movie.douban.com/subject/1309055/
185,无敌破坏王,"
                            导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...",8.7,https://movie.douban.com/subject/6534248/
186,你看起来好像很好吃,"
                            导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...",8.9,https://movie.douban.com/subject/4848115/
187,小偷家族,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky / 安藤樱 Sa...",8.7,https://movie.douban.com/subject/27622447/
188,绿里奇迹,"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...",8.9,https://movie.douban.com/subject/1300374/
189,冰川时代,"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...",8.6,https://movie.douban.com/subject/1291578/
190,爱在午夜降临前,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...",8.8,https://movie.douban.com/subject/10808442/
191,雨人,"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...",8.7,https://movie.douban.com/subject/1291870/
192,恋恋笔记本,"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...",8.5,https://movie.douban.com/subject/1309163/
193,疯狂的石头,"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin",8.5,https://movie.douban.com/subject/1862151/
194,九品芝麻官,"
                            导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...",8.6,https://movie.douban.com/subject/1297518/
195,恐怖游轮,"
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...",8.5,https://movie.douban.com/subject/3011051/
196,奇迹男孩,"
                            导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...",8.6,https://movie.douban.com/subject/26787574/
197,雨中曲,"
                            导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...",9.0,https://movie.douban.com/subject/1293460/
198,魔女宅急便,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...",8.7,https://movie.douban.com/subject/1307811/
199,二十二,"
                            导演: 郭柯 Ke Guo   主演: ",8.7,https://movie.douban.com/subject/26430107/
200,虎口脱险,"
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...",8.9,https://movie.douban.com/subject/1296909/
201,海边的曼彻斯特,"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...",8.6,https://movie.douban.com/subject/25980443/
202,人工智能,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...",8.7,https://movie.douban.com/subject/1302827/
203,2001太空漫游,"
                            导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...",8.8,https://movie.douban.com/subject/1292226/
204,色，戒,"
                            导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...",8.5,https://movie.douban.com/subject/1828115/
205,房间,"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...",8.8,https://movie.douban.com/subject/25724855/
206,城市之光,"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...",9.3,https://movie.douban.com/subject/1293908/
207,可可西里,"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...",8.8,https://movie.douban.com/subject/1308857/
208,罗生门,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...",8.8,https://movie.douban.com/subject/1291879/
209,终结者2：审判日,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...",8.7,https://movie.douban.com/subject/1291844/
210,初恋这件小事,"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...",8.4,https://movie.douban.com/subject/4739952/
211,大佛普拉斯,"
                            导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...",8.7,https://movie.douban.com/subject/27059130/
212,波西米亚狂想曲,"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...",8.7,https://movie.douban.com/subject/5300054/
213,遗愿清单,"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...",8.7,https://movie.douban.com/subject/1867345/
214,魂断蓝桥,"
                            导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...",8.8,https://movie.douban.com/subject/1293964/
215,牯岭街少年杀人事件,"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...",8.9,https://movie.douban.com/subject/1292329/
216,源代码,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...",8.5,https://movie.douban.com/subject/3075287/
217,新龙门客栈,"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...",8.6,https://movie.douban.com/subject/1292287/
218,青蛇,"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...",8.6,https://movie.douban.com/subject/1303394/
219,疯狂的麦克斯4：狂暴之路,"
                            导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...",8.6,https://movie.douban.com/subject/3592854/
220,无耻混蛋,"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...",8.6,https://movie.douban.com/subject/1438652/
221,血钻,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...",8.7,https://movie.douban.com/subject/1428175/
222,燃情岁月,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 布拉德·皮特 Brad Pitt / 安东...",8.8,https://movie.douban.com/subject/1295865/
223,步履不停,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...",8.8,https://movie.douban.com/subject/2222996/
224,海洋,"
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...",9.1,https://movie.douban.com/subject/3443389/
225,穿越时空的少女,"
                            导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...",8.6,https://movie.douban.com/subject/1937946/
226,谍影重重2,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...",8.7,https://movie.douban.com/subject/1308767/
227,彗星来的那一夜,"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...",8.5,https://movie.douban.com/subject/25807345/
228,东京教父,"
                            导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...",9.0,https://movie.douban.com/subject/1310177/
229,阿飞正传,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...",8.5,https://movie.douban.com/subject/1305690/
230,战争之王,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...",8.7,https://movie.douban.com/subject/1419936/
231,地球上的星星,"
                            导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...",8.9,https://movie.douban.com/subject/2363506/
232,完美陌生人,"
                            导演: 保罗·格诺维瑟 Paolo Genovese   主演: 马可·贾利尼 Marco Giallini ...",8.5,https://movie.douban.com/subject/26614893/
233,无间道2,"
                            导演: 刘伟强 / 麦兆辉   主演: 陈冠希 / 余文乐 / 曾志伟",8.6,https://movie.douban.com/subject/1307106/
234,谍影重重,"
                            导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...",8.6,https://movie.douban.com/subject/1304102/
235,香水,"
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...",8.5,https://movie.douban.com/subject/1760622/
236,千钧一发,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...",8.8,https://movie.douban.com/subject/1300117/
237,东京物语,"
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...",9.2,https://movie.douban.com/subject/1291568/
238,黑客帝国2：重装上阵,"
                            导演: Andy Wachowski / Larry Wachowski   主演: 基努·里维斯 Keanu Reeves...",8.6,https://movie.douban.com/subject/1304141/
239,崖上的波妞,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...",8.5,https://movie.douban.com/subject/1959877/
240,驴得水,"
                            导演: 周申 Shen Zhou / 刘露 Lu Liu   主演: 任素汐 Suxi Ren / 大力 Da Li ...",8.3,https://movie.douban.com/subject/25921812/
241,再次出发之纽约遇见你,"
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...",8.6,https://movie.douban.com/subject/6874403/
242,朗读者,"
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...",8.6,https://movie.douban.com/subject/2213597/
243,我爱你,"
                            导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...",9.1,https://movie.douban.com/subject/5908478/
244,猜火车,"
                            导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...",8.5,https://movie.douban.com/subject/1292528/
245,聚焦,"
                            导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...",8.8,https://movie.douban.com/subject/25954475/
246,浪潮,"
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...",8.7,https://movie.douban.com/subject/2297265/
247,小萝莉的猴神大叔,"
                            导演: 卡比尔·汗 Kabir Khan   主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...",8.4,https://movie.douban.com/subject/26393561/
248,追随,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...",8.9,https://movie.douban.com/subject/1397546/
249,网络谜踪,"
                            导演: 阿尼什·查甘蒂 Aneesh Chaganty   主演: 约翰·赵 John Cho / 米切尔...",8.6,https://movie.douban.com/subject/27615441/
250,黑鹰坠落,"
                            导演: 雷德利·斯科特 Ridley Scott   主演: 乔什·哈奈特 Josh Hartnett / ...",8.7,https://movie.douban.com/subject/1291824/
